Distrito,Concelho,CodDistritoConcelho,P_IP_TOTAL,P_IP_Inef,Rate_Ineficiencia,Cap_PTD,Util_Media,N_PTDs,Ganho_LED,PFolga,PVE,D
Coimbra,Penacova,613,288.2767000389099,7.889999999999999,0.027369537666190342,20890,0.5360135135135135,149,5.128499999999999,8917.263486486487,1966.8,6955.591986486487
Coimbra,Penela,614,176.2405001296997,57.199999999999996,0.3245565006789308,12960,0.5125882352941177,89,37.18,5811.507952941177,1174.8,4673.887952941177
Coimbra,Soure,615,455.2229000358582,159.495,0.35036682027076516,28376,0.5729479768786128,178,103.67175,11148.585951445086,2349.6,8902.657701445085
Coimbra,Tábua,616,453.8722000083923,294.83,0.6495881439633192,19301,0.5888652482269504,145,191.6395,7300.4868964539,1914.0,5578.1263964539
Coimbra,Vila Nova de Poiares,617,115.02340001678468,0.0,0.0,14200,0.5631343283582089,69,0.0,5707.213134328359,910.8,4796.413134328359
Évora,Alandroal,701,74.77889943313599,0.07,0.0009360929424027019,18035,0.42492753623188406,158,0.045500000000000006,9541.717333333334,2085.6,7456.162833333334
Évora,Arraiolos,702,110.12059915351868,18.51,0.16808844251015456,22900,0.42470238095238094,179,12.031500000000001,12120.37023809524,2362.7999999999997,9769.60173809524
Évora,Borba,703,95.68729917907714,11.05,0.1154803207405835,14575,0.5217105263157894,77,7.182500000000001,6413.38355263158,1016.4,5404.16605263158
Évora,Estremoz,704,201.46799878311157,25.439999999999998,0.12627315580469523,36975,0.48649214659685863,201,16.535999999999998,17467.996649214663,2653.2,14831.332649214663
Évora,Évora,705,659.1735983715057,80.63999999999999,0.12233499672805742,156275,0.4546280991735537,546,52.41599999999999,78409.75429752067,7207.2,71254.97029752067
Évora,Montemor-o-Novo,706,181.74279856491088,6.36,0.03499450899964257,47619,0.4901694915254238,368,4.134,22335.40946440678,4857.599999999999,17481.94346440678
Évora,Mora,707,79.1870990486145,12.425,0.15690687181723947,13115,0.45078651685393256,97,8.07625,6626.700044943821,1280.3999999999999,5354.376294943821
Évora,Mourão,708,54.24979959487915,1.4,0.02580654694496146,7830,0.42636363636363633,58,0.9099999999999999,4132.24690909091,765.6,3367.55690909091
Évora,Portel,709,99.73569910621643,9.32,0.09344698120654266,13465,0.4483870967741936,99,6.058000000000001,6833.2703225806445,1306.8,5532.528322580644
Évora,Redondo,710,81.67969941329956,3.65,0.044686746232145,15565,0.49314285714285716,108,2.3725,7258.092914285716,1425.6,5834.865414285716
Évora,Reguengos de Monsaraz,711,147.0984991645813,11.218,0.0762618249928487,24995,0.5132857142857142,145,7.2917000000000005,11192.189685714287,1914.0,9285.481385714287
Évora,Vendas Novas,712,145.99989824295042,0.71,0.0048630170879881566,25003,0.5034444444444445,96,0.46149999999999997,11422.148271111111,1267.2,10155.40977111111
Évora,Viana do Alentejo,713,93.74219902801514,2.0999999999999996,0.02240186406734931,14685,0.4371764705882353,87,1.3649999999999998,7603.858447058824,1148.3999999999999,6456.823447058824
Évora,Vila Viçosa,714,102.77079888916015,1.4,0.013622546629319492,18101,0.44263157894736843,80,0.9099999999999999,9281.81172631579,1056.0,8226.721726315789
Faro,Albufeira,801,1371.05340193367,646.12,0.47125808454196044,211520,0.5323232323232323,501,419.978,91009.1507070707,6613.2,84815.9287070707
Faro,Alcoutim,802,133.27110020065308,16.33,0.12253219171608501,8258,0.3900952380952381,108,10.6145,4633.666041904763,1425.6,3218.680541904763
Faro,Aljezur,803,177.2545008430481,38.84,0.21911996488253518,21655,0.46,148,25.246000000000002,10758.204000000002,1953.6,8829.85
Faro,Castro Marim,804,344.5854011154175,144.68,0.4198668879519363,27663,0.5098076923076923,160,94.042,12475.374623076925,2112.0,10457.416623076924
Faro,Faro,805,1191.1385030021668,427.81,0.35916058369512865,149685,0.5549370277078086,414,278.0765,61289.71092695214,5464.8,56102.98742695214
Faro,Lagoa,806,1095.029799987793,971.1999999999999,0.8869165021909234,87243,0.5145419847328244,269,631.28,38964.58853587786,3550.7999999999997,36045.06853587786
Faro,Lagos,807,928.0446008892059,515.1800000000001,0.5551241820774351,130995,0.47466472303206997,348,334.8670000000001,63310.99103790088,4593.599999999999,59052.25803790088
Faro,Loulé,808,2669.365205860138,1518.075,0.5687026251287476,301354,0.5522379912663755,936,986.7487500000001,124140.08258951966,12355.199999999999,112771.63133951966
Faro,Monchique,809,153.5996003265381,60.260000000000005,0.39231872916266053,15390,0.43696551724137933,151,39.169000000000004,7971.892634482759,1993.1999999999998,6017.861634482759
Faro,Olhão,810,667.96520246315,192.55,0.2882635192521462,82910,0.5547307692307691,270,125.15750000000001,33963.89016923078,3564.0,30525.04766923078
Faro,Portimão,811,1167.1427037010194,583.3,0.4997675075638572,201005,0.46320754716981133,430,379.145,99266.1296226415,5676.0,93969.2746226415
